               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  77,            0.022698,           0.0082996,           0.0038203,             0.88488,             0.71797,             0.85765,             0.77716,            0.013357,           0.0053465,            0.002147,            0.006238,            0.006238,            0.006238
                  78,            0.023202,           0.0079638,           0.0037375,             0.82461,             0.74263,             0.85027,              0.7637,            0.013794,           0.0054337,           0.0024473,           0.0061885,           0.0061885,           0.0061885
                  79,            0.023362,           0.0083827,           0.0036516,             0.85274,             0.75015,             0.86737,             0.78414,            0.013106,           0.0050287,           0.0020805,            0.006139,            0.006139,            0.006139
                  80,            0.022913,           0.0082938,           0.0039334,              0.8552,             0.74691,             0.86134,             0.77956,            0.013173,           0.0053345,           0.0022034,           0.0060895,           0.0060895,           0.0060895
                  81,            0.023425,           0.0084367,            0.003494,             0.80487,             0.80179,             0.87421,             0.79239,            0.013177,           0.0052232,           0.0020021,             0.00604,             0.00604,             0.00604
                  82,            0.022654,           0.0081653,           0.0037829,             0.85406,             0.71444,             0.84694,             0.76167,            0.013461,           0.0052736,           0.0023385,           0.0059905,           0.0059905,           0.0059905
                  83,            0.022414,           0.0083953,           0.0040706,              0.8228,              0.7579,             0.86622,             0.78154,            0.013053,           0.0049612,           0.0022819,            0.005941,            0.005941,            0.005941
                  84,            0.022636,           0.0081774,           0.0039172,             0.84726,             0.76053,             0.85825,             0.77003,            0.013434,           0.0053413,           0.0023003,           0.0058915,           0.0058915,           0.0058915
                  85,            0.022217,           0.0082202,           0.0036954,              0.8535,             0.72936,             0.86234,              0.7774,            0.013287,           0.0052048,           0.0023092,            0.005842,            0.005842,            0.005842
                  86,            0.022404,           0.0081282,           0.0037091,             0.87699,             0.73673,             0.85556,             0.77822,            0.013193,           0.0053195,           0.0021763,           0.0057925,           0.0057925,           0.0057925
                  87,            0.022556,           0.0080008,           0.0037626,             0.85353,              0.7543,             0.85922,             0.77534,            0.012756,           0.0053625,           0.0023372,            0.005743,            0.005743,            0.005743
                  88,             0.02249,           0.0081768,            0.003693,              0.9257,             0.69948,              0.8574,             0.77399,            0.013433,           0.0051144,           0.0021018,           0.0056935,           0.0056935,           0.0056935
                  89,            0.022255,           0.0082663,           0.0036352,             0.87305,             0.74016,              0.8666,             0.78358,             0.01309,           0.0052933,           0.0020281,            0.005644,            0.005644,            0.005644
                  90,             0.02235,           0.0081589,            0.003663,             0.89249,             0.71575,             0.85747,             0.78115,            0.012829,           0.0052582,           0.0022157,           0.0055945,           0.0055945,           0.0055945
                  91,            0.021935,            0.008065,           0.0037438,             0.82478,             0.76319,             0.86791,             0.78309,            0.012829,           0.0055151,           0.0020936,            0.005545,            0.005545,            0.005545
                  92,            0.022059,           0.0078534,           0.0034694,             0.83563,             0.72835,             0.84845,             0.76662,            0.013605,           0.0052012,           0.0022606,           0.0054955,           0.0054955,           0.0054955
                  93,            0.022808,            0.007877,           0.0036485,             0.85549,             0.74634,             0.87077,             0.77917,            0.013054,           0.0057872,           0.0021544,            0.005446,            0.005446,            0.005446
                  94,             0.02219,           0.0080756,           0.0036331,              0.9015,             0.73437,             0.86105,             0.77698,            0.012985,           0.0052216,           0.0021333,           0.0053965,           0.0053965,           0.0053965
                  95,            0.021641,           0.0078024,           0.0037591,             0.86447,             0.74826,             0.86188,             0.77908,            0.013454,           0.0053876,           0.0020123,            0.005347,            0.005347,            0.005347
                  96,            0.022064,           0.0076598,           0.0035187,             0.86986,              0.7334,             0.86191,             0.78569,            0.013075,           0.0055075,           0.0021037,           0.0052975,           0.0052975,           0.0052975
                  97,            0.021553,           0.0080498,           0.0036429,             0.82345,             0.75326,             0.86558,              0.7855,            0.012696,           0.0054381,           0.0022183,            0.005248,            0.005248,            0.005248
                  98,            0.021379,           0.0078413,           0.0038354,             0.82121,             0.76361,             0.86322,             0.78435,             0.01275,           0.0053457,           0.0021043,           0.0051985,           0.0051985,           0.0051985
                  99,            0.021494,            0.007681,           0.0037424,             0.80627,             0.76387,              0.8552,             0.77739,            0.012905,           0.0055317,           0.0021255,            0.005149,            0.005149,            0.005149
                 100,            0.021142,           0.0077162,           0.0036389,             0.86276,             0.75718,             0.87098,             0.78738,            0.012946,           0.0054248,           0.0020473,           0.0050995,           0.0050995,           0.0050995
                 101,             0.02142,           0.0078002,           0.0033005,              0.9015,             0.73922,             0.87036,             0.78416,             0.01271,           0.0053027,           0.0020589,             0.00505,             0.00505,             0.00505
                 102,            0.021277,           0.0078305,           0.0034548,             0.87197,             0.76544,             0.86619,             0.78704,             0.01289,           0.0053369,           0.0020978,           0.0050005,           0.0050005,           0.0050005
                 103,            0.021684,            0.007559,           0.0035021,             0.83661,             0.74662,             0.85727,             0.77575,            0.012421,           0.0054566,           0.0022323,            0.004951,            0.004951,            0.004951
                 104,            0.021574,           0.0076274,           0.0038091,             0.93277,             0.70127,             0.85918,             0.78494,             0.01286,           0.0053118,           0.0022739,           0.0049015,           0.0049015,           0.0049015
                 105,            0.021061,           0.0076757,           0.0035958,             0.89893,             0.73529,             0.86742,             0.78895,            0.012627,           0.0051723,           0.0020416,            0.004852,            0.004852,            0.004852
                 106,            0.021233,           0.0075775,           0.0034827,             0.90667,             0.72439,             0.87115,             0.78736,            0.013085,           0.0053818,           0.0020363,           0.0048025,           0.0048025,           0.0048025
                 107,            0.020592,           0.0075496,           0.0036168,             0.89844,             0.73322,             0.86543,             0.78168,            0.012631,           0.0052974,           0.0022973,            0.004753,            0.004753,            0.004753
                 108,            0.020857,            0.007856,           0.0034247,             0.91733,             0.71785,             0.86837,             0.79634,            0.012635,           0.0055214,           0.0021131,           0.0047035,           0.0047035,           0.0047035
                 109,            0.020515,           0.0075139,           0.0032765,             0.91762,             0.72367,             0.86972,             0.79691,            0.012792,           0.0056048,           0.0019087,            0.004654,            0.004654,            0.004654
                 110,             0.02057,           0.0075943,           0.0038885,             0.84268,             0.78827,             0.88103,              0.8051,            0.012497,           0.0053435,           0.0019284,           0.0046045,           0.0046045,           0.0046045
                 111,            0.020271,           0.0072352,            0.003669,             0.91518,             0.71826,             0.87383,             0.79682,            0.012882,           0.0053459,           0.0019911,            0.004555,            0.004555,            0.004555
                 112,            0.020543,           0.0073007,           0.0033902,             0.85141,             0.75388,             0.87269,             0.78318,            0.013178,           0.0055005,           0.0021113,           0.0045055,           0.0045055,           0.0045055
                 113,            0.020179,           0.0074623,           0.0035664,             0.89834,             0.74264,             0.87628,             0.80284,            0.012871,           0.0053145,           0.0019736,            0.004456,            0.004456,            0.004456
                 114,            0.019807,           0.0075101,           0.0032976,             0.88329,             0.76467,             0.87895,             0.80231,            0.012629,           0.0054507,            0.001939,           0.0044065,           0.0044065,           0.0044065
                 115,            0.020176,           0.0072687,           0.0034274,              0.7952,             0.77563,             0.86436,             0.78558,            0.012678,           0.0052002,           0.0022193,            0.004357,            0.004357,            0.004357
                 116,            0.020488,           0.0075641,           0.0034731,             0.88075,             0.75197,              0.8683,             0.79653,            0.012485,           0.0051494,           0.0020476,           0.0043075,           0.0043075,           0.0043075
                 117,            0.020383,           0.0073587,           0.0032701,              0.9051,             0.74067,             0.87512,             0.80367,            0.012588,           0.0052913,           0.0019495,            0.004258,            0.004258,            0.004258
                 118,            0.020069,           0.0076048,           0.0033591,              0.8753,             0.74967,             0.86365,             0.78897,            0.012866,            0.005415,           0.0020428,           0.0042085,           0.0042085,           0.0042085
                 119,            0.020033,            0.007251,           0.0033776,             0.91005,             0.72539,             0.87395,             0.79372,            0.012771,           0.0052558,           0.0019727,            0.004159,            0.004159,            0.004159
                 120,            0.020159,           0.0073232,           0.0034865,             0.87627,             0.76866,              0.8758,             0.80026,            0.012538,           0.0053008,           0.0019356,           0.0041095,           0.0041095,           0.0041095
                 121,            0.019967,           0.0074548,            0.003282,             0.87183,             0.74724,             0.87415,             0.79889,            0.012845,           0.0052337,           0.0019622,             0.00406,             0.00406,             0.00406
                 122,            0.019496,           0.0073232,           0.0032455,             0.89946,             0.74407,             0.87948,              0.7999,            0.012877,           0.0054499,           0.0018708,           0.0040105,           0.0040105,           0.0040105
                 123,            0.019103,           0.0072736,            0.003449,             0.87439,              0.7421,             0.87218,              0.7938,            0.012692,           0.0054961,           0.0021324,            0.003961,            0.003961,            0.003961
                 124,            0.019091,           0.0072618,           0.0033293,             0.89463,             0.72614,             0.87323,             0.79297,            0.012949,           0.0052467,           0.0020357,           0.0039115,           0.0039115,           0.0039115
                 125,            0.019583,           0.0073852,           0.0033053,             0.84742,             0.76752,             0.87337,             0.79695,            0.013014,           0.0053056,            0.002029,            0.003862,            0.003862,            0.003862
                 126,            0.019498,           0.0072765,           0.0033255,             0.89446,             0.74354,             0.86283,             0.78753,            0.012914,           0.0054232,            0.002101,           0.0038125,           0.0038125,           0.0038125
                 127,            0.019474,           0.0073339,           0.0032384,             0.84457,             0.75615,             0.87003,             0.79262,            0.012865,           0.0055839,             0.00213,            0.003763,            0.003763,            0.003763
                 128,            0.019484,           0.0070201,           0.0031008,             0.88248,             0.75326,             0.86596,             0.78819,            0.012909,           0.0055216,           0.0020203,           0.0037135,           0.0037135,           0.0037135
                 129,            0.019543,            0.007058,             0.00326,             0.88866,             0.75402,             0.87238,             0.79429,            0.012727,           0.0053322,           0.0019248,            0.003664,            0.003664,            0.003664
                 130,            0.018905,           0.0070956,           0.0034851,             0.88229,             0.75637,             0.87456,             0.79829,            0.013011,           0.0053576,           0.0019925,           0.0036145,           0.0036145,           0.0036145
                 131,            0.019279,           0.0071162,            0.003185,             0.86075,             0.76177,             0.86952,              0.7959,            0.012691,           0.0053789,           0.0020974,            0.003565,            0.003565,            0.003565
                 132,            0.019374,           0.0068469,           0.0032874,             0.89764,             0.73095,             0.87367,             0.79501,            0.012627,           0.0054349,           0.0019394,           0.0035155,           0.0035155,           0.0035155
                 133,            0.018762,           0.0071263,           0.0033337,              0.8939,             0.72574,              0.8689,             0.79254,            0.012641,           0.0053662,           0.0020152,            0.003466,            0.003466,            0.003466
                 134,            0.018953,           0.0069395,            0.003441,             0.91788,             0.71285,             0.86342,             0.79257,            0.012748,           0.0053895,            0.002174,           0.0034165,           0.0034165,           0.0034165
                 135,              0.0187,           0.0069097,           0.0034431,             0.90384,             0.70786,             0.86963,             0.79501,            0.012414,           0.0055042,           0.0020638,            0.003367,            0.003367,            0.003367
                 136,            0.018502,            0.006874,           0.0032219,             0.87937,             0.76794,             0.87888,              0.8022,            0.012692,           0.0053205,           0.0019382,           0.0033175,           0.0033175,           0.0033175
                 137,            0.018305,           0.0066417,           0.0031057,             0.83035,             0.76901,             0.86523,             0.79386,            0.012676,           0.0053248,           0.0020501,            0.003268,            0.003268,            0.003268
                 138,            0.018875,           0.0069019,           0.0029904,              0.8599,             0.75469,             0.86937,             0.79305,            0.012749,           0.0053837,           0.0020124,           0.0032185,           0.0032185,           0.0032185
                 139,            0.017987,             0.00667,           0.0034311,             0.86928,             0.76162,             0.86857,             0.79524,            0.012784,           0.0054766,           0.0020408,            0.003169,            0.003169,            0.003169
                 140,            0.018403,           0.0068009,           0.0033285,             0.90541,             0.74905,             0.87495,             0.80212,             0.01262,           0.0056558,           0.0020243,           0.0031195,           0.0031195,           0.0031195
                 141,            0.018531,           0.0068826,           0.0033147,              0.8306,             0.76345,             0.87168,              0.7986,             0.01251,           0.0055079,            0.002151,             0.00307,             0.00307,             0.00307
                 142,            0.017911,           0.0069106,           0.0030804,             0.88674,             0.73212,              0.8658,             0.79342,            0.012489,           0.0056608,            0.002071,           0.0030205,           0.0030205,           0.0030205
                 143,            0.017891,           0.0066573,           0.0031413,             0.86036,             0.75142,             0.87238,             0.79913,            0.012765,           0.0057198,           0.0021358,            0.002971,            0.002971,            0.002971
                 144,            0.018295,           0.0068562,           0.0031517,             0.92061,             0.71657,             0.86282,              0.7935,             0.01268,           0.0056148,           0.0022437,           0.0029215,           0.0029215,           0.0029215
                 145,            0.017824,           0.0068346,           0.0030827,             0.85743,             0.73451,             0.85871,             0.78713,            0.012646,            0.005625,           0.0022716,            0.002872,            0.002872,            0.002872
                 146,            0.017806,            0.006731,           0.0032808,             0.88688,             0.71888,             0.86233,             0.78877,            0.012896,           0.0055933,           0.0021966,           0.0028225,           0.0028225,           0.0028225
                 147,            0.017894,           0.0067196,           0.0029013,             0.90297,             0.71734,             0.86317,              0.7914,            0.012691,           0.0055629,           0.0022676,            0.002773,            0.002773,            0.002773
                 148,            0.017907,           0.0066968,           0.0028214,             0.90978,             0.72132,             0.86936,             0.79868,            0.012744,           0.0056563,           0.0021349,           0.0027235,           0.0027235,           0.0027235
                 149,            0.018014,           0.0066917,           0.0029728,             0.86833,             0.75884,             0.87371,             0.80153,            0.012802,           0.0056184,           0.0019528,            0.002674,            0.002674,            0.002674
                 150,            0.017932,           0.0065207,           0.0028189,             0.85599,             0.78106,             0.87831,              0.8043,            0.012734,           0.0056928,            0.001978,           0.0026245,           0.0026245,           0.0026245
                 151,            0.018106,           0.0067189,           0.0029695,             0.90405,             0.74027,             0.87309,             0.80396,            0.012727,            0.005734,           0.0019424,            0.002575,            0.002575,            0.002575
                 152,            0.017673,           0.0066264,           0.0029301,             0.89969,              0.7468,             0.87539,             0.80141,            0.012705,            0.005731,           0.0020022,           0.0025255,           0.0025255,           0.0025255
                 153,            0.017815,           0.0065832,           0.0030368,             0.88704,             0.76086,               0.875,             0.80235,            0.012662,           0.0057616,           0.0019573,            0.002476,            0.002476,            0.002476
                 154,            0.017502,           0.0065058,           0.0031527,             0.85728,             0.74988,             0.87055,              0.7973,            0.012571,           0.0057998,           0.0020574,           0.0024265,           0.0024265,           0.0024265
